Energy,20221102_1710_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1713_Cr_22157b_75K_60deg_6T_plus_0000,20221102_1717_Cr_22157b_75K_60deg_6T_plus_0000,20221102_1720_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1723_Cr_22157b_75K_60deg_6T_minus_0000,20221102_1727_Cr_22157b_75K_60deg_6T_plus_0000,c+ H+,c- H+,c+ H-,c- H-,XMCD H+,XMCD H-,XAS,XMCD,XAS normalized by jump,XMCD normalized by XAS jump
eV,cminus fieldplus,cplus fieldplus,,,,,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units,arb. units
,,,cplus fieldplus,cminus fieldplus,cminus fieldplus,cplus fieldplus,,,,,c-H+ - c+H+,c-H- - c+H-,,6T,LCOT (6T),6T
572.391,0.097513480881207,0.0977545184621227,0.0980121899068,0.0975881835051827,0.096517105460486,0.0952062325442749,0.0969909803043992,0.0972062566156252,0,0,2.15276311226018E-4,0,-0.00994655458724328,2.15276311226018E-4,0.00198901665274095,-6.37481468601349E-5
572.403,0.0975227072858521,0.0977775778772676,0.0980041593989759,0.0975757302301856,0.0965197265484747,0.0952137318492388,0.0969984897084941,0.0972060546881708,0,0,2.07564979676722E-4,0,-0.00994981324094554,2.07564979676722E-4,0.0020568997050978,-8.23113814044253E-5
572.415,0.0975385293792311,0.0977761634747484,0.0978599656755604,0.0975619639870107,0.096518010213141,0.0952145272320518,0.0969502187941202,0.0972061678597942,0,0,2.55949065674069E-4,0,-0.0100085371140388,2.55949065674069E-4,0.00198995675938832,3.54832807795674E-5
572.427,0.0975380979384984,0.0977772393596823,0.0977828568031328,0.0975842321780697,0.0965047555626287,0.0952150867034502,0.0969250609554218,0.0972090285597323,0,0,2.83967604310473E-4,0,-0.0100414003831419,2.83967604310473E-4,0.00198587630267373,1.03772950839213E-4
572.439,0.0975262786364437,0.0977731549695011,0.0978686352176438,0.097605923521503,0.0965182526869121,0.0952384763141749,0.0969600888337733,0.0972168182816196,0,0,2.56729447846313E-4,0,-0.0100091489132459,2.56729447846313E-4,0.00214007809510299,3.77435079730343E-5
572.451,0.0975301566728333,0.0977652117997658,0.097958469729704,0.0976182452252215,0.0965384267098363,0.095242638239098,0.0969887732561893,0.097228942869297,0,0,2.40169613107771E-4,0,-0.00997890603349519,2.40169613107771E-4,0.00228939736522282,-2.32885043285956E-6
572.463,0.0975358027925925,0.0977505801095934,0.0979953454947062,0.0976153946654664,0.0965246038273984,0.0952440928076914,0.096996672803997,0.0972252670951524,0,0,2.28594291155446E-4,0,-0.00998524839017484,2.28594291155446E-4,0.00234978448884859,-3.02847524601452E-5
572.475,0.0975167705162964,0.0977599747796301,0.0980201894021043,0.0975875545019144,0.0965205423707381,0.0952406097710611,0.0970069246509318,0.0972082891296497,0,0,2.01364478717825E-4,0,-0.0100025406390855,2.01364478717825E-4,0.00238355438883358,-9.62939124946995E-5
572.487,0.0975180772545338,0.0977657730315453,0.0980230798134395,0.097606336230293,0.0965064872113385,0.0951968957303301,0.096995249525105,0.0972103002320551,0,0,2.15050706950173E-4,0,-0.0100227707928497,2.15050706950173E-4,0.00241018276917013,-6.28435178594456E-5
572.499,0.0975093387476738,0.0977804948677486,0.0980167683214971,0.0976252661849375,0.0965342899614923,0.0952172555351262,0.0970048395747906,0.0972229649647012,0,0,2.18125389910548E-4,0,-0.0100110821408607,2.18125389910548E-4,0.00251440004016679,-5.51878861051404E-5
572.511,0.0975309286620428,0.097776906928143,0.0980286107003611,0.0976002665259194,0.0965295536105505,0.0952493603415167,0.0970182926566736,0.0972202495995043,0,0,2.0195694283065E-4,0,-0.0100109105545173,2.0195694283065E-4,0.00259062139070146,-9.43088513264898E-5
572.523,0.0975292003494599,0.097778095011985,0.0980339252494163,0.0975858113488335,0.0965180921503579,0.0952186280400835,0.0970102161004949,0.0972110346162171,0,0,2.00818515722123E-4,0,-0.010038768224326,2.00818515722123E-4,0.00259870864788448,-9.68945343320289E-5
572.535,0.097540077419342,0.097784363780998,0.0980199236812466,0.0976128680868525,0.0965242399211937,0.0952108059265851,0.0970050311296099,0.0972257284757961,0,0,2.20697346186183E-4,0,-0.0100398254659747,2.20697346186183E-4,0.00267194293801783,-4.83910346033192E-5
572.547,0.0975369372335547,0.0977785200438722,0.0980136467438111,0.0976212685433009,0.096542466447054,0.0952518858869417,0.097014684224875,0.0972335574079699,0,0,2.18873183094839E-4,0,-0.0100329095688786,2.18873183094839E-4,0.00276455849808673,-5.26436187643759E-5
572.559,0.0975383525662562,0.0977615244216707,0.098029547864079,0.0976079206637782,0.0965591765118377,0.0952432973463712,0.0970114565440403,0.0972351499139573,0,0,2.23693369917039E-4,0,-0.0100451108740685,2.23693369917039E-4,0.00281070356895837,-4.07449802594462E-5
572.571,0.097558053114109,0.0977737194851418,0.0980492313789539,0.097590669702521,0.0965421337077039,0.095220523819595,0.0970144915612302,0.0972302855081113,0,0,2.15793946881079E-4,0,-0.0100575063930675,2.15793946881079E-4,0.00285637654090276,-5.97654314648398E-5
572.583,0.0975676797705387,0.0977980557274477,0.0980627135235561,0.0976224235998336,0.0965463320507782,0.0952641207928306,0.0970416300146115,0.0972454784737168,0,0,2.03848459105357E-4,0,-0.0100257411044234,2.03848459105357E-4,0.00300939651392745,-8.86211402023108E-5
572.595,0.0975422615894312,0.0977891320261715,0.0980749848097996,0.0976452876129069,0.0965651105137036,0.0952842324340388,0.09704944975667,0.0972508865720139,0,0,2.01436815343931E-4,0,-0.0100230793944106,2.01436815343931E-4,0.00309167090838317,-9.43017844803006E-5
572.607,0.0975342454038276,0.0977965987226155,0.098056129968609,0.0976410098911984,0.096587464047075,0.0952781536120122,0.0970436274344122,0.0972542397807003,0,0,2.10612346288108E-4,0,-0.0100361146383246,2.10612346288108E-4,0.00313578882382269,-7.18160857488015E-5
572.619,0.0975610850923906,0.0978082487404648,0.0980294371844288,0.0976525252428983,0.0965438616936694,0.0952511419476631,0.0970296092908522,0.0972524906763194,0,0,2.22881385467194E-4,0,-0.0100624480166083,2.22881385467194E-4,0.0031475813602504,-4.18106234631212E-5
572.631,0.0975602100168007,0.0977992167814236,0.0980258585106049,0.097633620214129,0.0965356169892475,0.0952769503448233,0.0970340085456173,0.0972431490733924,0,0,2.0914052777514E-4,0,-0.0100779564951129,2.0914052777514E-4,0.00318568728608994,-7.50305543839242E-5
572.643,0.0975587884052236,0.0978051552127185,0.0980435859564045,0.0976224075560909,0.0965531651442937,0.095284007519189,0.0970442495627707,0.0972447870352027,0,0,2.00537472432039E-4,0,-0.0100766436464921,2.00537472432039E-4,0.00326468284048314,-9.57614094987307E-5
